Region,Operator,Type,Cell,Freq,Band
V-R9,V,LTE,105,5230,13
V-R9,V,LTE,298,925,2
V-R9,V,LTE,189,925,2
V-R9,V,LTE,380,925,2
V-R9,V,LTE,90,925,2
V-R11,V,LTE,400,925,2
V-R11,V,LTE,362,925,2
V-R11,V,LTE,232,925,2
V-R9,V,LTE,385,925,2
V-R7,V,LTE,116,5230,13
V-R9,V,LTE,465,5230,13
V-R11,V,LTE,18,5230,13
V-R11,V,LTE,18,2561,5
V-R9,V,LTE,63,2561,5
V-R9,V,LTE,464,925,2
V-R9,V,LTE,147,925,2
V-R9,V,LTE,93,66536,66
V-R9,V,LTE,448,2561,5
V-R11,V,LTE,130,55942,48
V-R9,V,LTE,448,66536,66
V-R11,V,LTE,175,56440,48
V-R11,V,LTE,204,56440,48
V-R9,V,LTE,378,2561,5
V-R9,V,LTE,413,5230,13
V-R9,V,LTE,378,5230,13
V-R9,V,LTE,389,66536,66
V-R9,V,LTE,389,5230,13
V-R11,V,LTE,386,55744,48
V-R9,V,LTE,50,66536,66
V-R9,V,LTE,288,66536,66
V-R11,V,LTE,130,56140,48
V-R11,V,LTE,199,55942,48
V-R11,V,LTE,130,55744,48
V-R6,V,LTE,5,56140,48
V-R11,V,LTE,157,56140,48
V-R9,V,LTE,421,5230,13
V-R9,V,LTE,89,66536,66
V-R11,V,LTE,47,66536,66
V-R11,V,LTE,328,55744,48
V-R11,V,LTE,87,55942,48
V-R11,V,LTE,87,55744,48
V-R9,V,LTE,94,66536,66
V-R9,V,LTE,144,66536,66
V-R9,V,LTE,296,66536,66
V-R9,V,LTE,164,66536,66
V-R9,V,LTE,279,55744,48
V-R11,V,LTE,40,56140,48
V-R9,V,LTE,405,2561,5
V-R9,V,LTE,36,66536,66
V-R8,V,LTE,103,2561,5
V-R11,V,LTE,349,2561,5
V-R7,V,LTE,349,5230,13
V-R9,V,LTE,50,5230,13
V-R11,V,LTE,219,2561,5
V-R11,V,LTE,50,2561,5
V-R9,V,LTE,31,66536,66
V-R11,V,LTE,440,47090,46
V-R11,V,LTE,483,56440,48
V-R9,V,LTE,234,66536,66
V-R11,V,LTE,25,47291,46
V-R11,V,LTE,25,47090,46
V-R11,V,LTE,157,55942,48
V-R11,V,LTE,476,5230,13
V-R9,V,LTE,47,2561,5
V-R9,V,LTE,471,5230,13
V-R11,V,LTE,375,56140,48
V-R9,V,LTE,257,66536,66
V-R6,V,LTE,33,2561,5
V-R11,V,LTE,467,5230,13
V-R11,V,LTE,157,55744,48
V-R11,V,LTE,413,2050,4
V-R9,V,LTE,352,2050,4
V-R11,V,LTE,296,2050,4
V-R11,V,LTE,459,2050,4
V-R11,V,LTE,388,2050,4
V-R11,V,LTE,365,55942,48
V-R9,V,LTE,50,2050,4
V-R7,V,LTE,267,5230,13
V-R9,V,LTE,448,925,2
V-R11,V,LTE,375,55744,48
V-R11,V,LTE,25,47489,46
V-R9,V,LTE,202,925,2
V-R9,V,LTE,83,925,2
V-R9,V,LTE,349,925,2
V-R9,V,LTE,50,925,2
V-R11,V,LTE,486,925,2
V-R11,V,LTE,398,925,2
V-R9,V,LTE,187,66536,66
V-R9,V,LTE,345,925,2
V-R11,V,LTE,498,925,2
V-R9,V,LTE,108,925,2
V-R9,V,LTE,43,925,2
V-R11,V,LTE,72,925,2
V-R9,V,LTE,162,66536,66
V-R11,V,LTE,182,47090,46
V-R11,V,LTE,31,55744,48
V-R11,V,LTE,62,2561,5
V-R11,V,LTE,189,55942,48
V-R11,V,LTE,189,55744,48
V-R11,V,LTE,30,47090,46
V-R11,V,LTE,30,47291,46
V-R11,V,LTE,189,47291,46
V-R11,V,LTE,189,47090,46
V-R9,V,LTE,330,66536,66
V-R11,V,LTE,196,47090,46
V-R11,V,LTE,196,47291,46
V-R11,V,LTE,313,47090,46
V-R11,V,LTE,189,47489,46
V-R11,V,LTE,112,47291,46
V-R11,V,LTE,112,47090,46
V-R9,V,LTE,367,66536,66
V-R9,V,LTE,105,925,2
V-R7,V,LTE,282,5230,13
V-R9,V,LTE,298,2561,5
V-R9,V,LTE,360,66536,66
V-R9,V,LTE,330,925,2
V-R7,V,LTE,491,5230,13
V-R9,V,LTE,102,66536,66
V-R9,V,LTE,442,66536,66
V-R9,V,LTE,79,66536,66
V-R9,V,LTE,70,66536,66
V-R9,V,LTE,83,2561,5
V-R9,V,LTE,293,55942,48
V-R11,V,LTE,458,53341,46
V-R11,V,LTE,458,53539,46
V-R11,V,LTE,226,2050,4
V-R11,V,LTE,218,2050,4
V-R9,V,LTE,213,2050,4
V-R11,V,LTE,452,2050,4
V-R9,V,LTE,280,925,2
V-R11,V,LTE,356,2050,4
V-R9,V,LTE,87,2561,5
V-R9,V,LTE,192,2561,5
V-R11,V,LTE,428,2050,4
V-R9,V,LTE,105,2561,5
V-R7,V,LTE,311,2561,5
V-R9,V,LTE,120,2561,5
V-R6,V,LTE,226,2561,5
V-R9,V,LTE,57,925,2
V-R9,V,LTE,276,55942,48
V-R11,V,LTE,458,53140,46
V-R9,V,LTE,445,5230,13
V-R11,V,LTE,333,55744,48
V-R9,V,LTE,330,55744,48
V-R9,V,LTE,330,55942,48
V-R9,V,LTE,324,925,2
V-R9,V,LTE,293,56140,48
V-R9,V,LTE,332,55744,48
V-R11,V,LTE,336,55942,48
V-R11,V,LTE,199,55744,48
V-R9,V,LTE,207,5230,13
V-R9,V,LTE,210,5230,13
V-R9,V,LTE,365,5230,13
V-R9,V,LTE,284,66536,66
V-R11,V,LTE,186,47291,46
V-R11,V,LTE,186,47090,46
V-R11,V,LTE,84,2561,5
V-R9,V,LTE,278,53140,46
V-R9,V,LTE,20,5230,13
V-R11,V,LTE,485,56140,48
V-R11,V,LTE,290,55942,48
V-R9,V,LTE,92,66536,66
V-R9,V,LTE,83,66536,66
V-R9,V,LTE,59,2561,5
V-R9,V,LTE,321,66536,66
V-R11,V,LTE,429,55942,48
V-R11,V,LTE,181,56140,48
V-R9,V,LTE,461,925,2
V-R9,V,LTE,461,2561,5
V-R6,V,LTE,108,5230,13
V-R11,V,LTE,33,55942,48
V-R11,V,LTE,328,56140,48
V-R9,V,LTE,63,66536,66
V-R11,V,LTE,363,2561,5
V-R11,V,LTE,423,925,2
V-R9,V,LTE,299,66536,66
V-R9,V,LTE,260,66536,66
V-R11,V,LTE,463,66536,66
V-R9,V,LTE,349,66536,66
V-R9,V,LTE,1,66536,66
V-R11,V,LTE,300,55942,48
V-R9,V,LTE,385,66536,66
V-R9,V,LTE,422,66536,66
V-R11,V,LTE,460,55942,48
V-R11,V,LTE,300,56140,48
V-R9,V,LTE,262,66536,66
V-R11,V,LTE,409,2561,5
V-R11,V,LTE,349,47291,46
V-R11,V,LTE,350,47291,46
V-R11,V,LTE,350,47489,46
V-R11,V,LTE,349,47489,46
V-R11,V,LTE,342,47291,46
V-R11,V,LTE,348,47291,46
V-R11,V,LTE,340,47291,46
V-R11,V,LTE,348,47489,46
V-R9,V,LTE,203,2561,5
V-R11,V,LTE,349,47090,46
V-R11,V,LTE,355,55744,48
V-R11,V,LTE,355,55942,48
V-R11,V,LTE,355,56140,48
V-R11,V,LTE,355,47489,46
V-R9,V,LTE,351,5230,13
V-R9,V,LTE,127,5230,13
V-R11,V,LTE,81,56140,48
V-R9,V,LTE,52,5230,13
V-R9,V,LTE,51,5230,13
V-R11,V,LTE,355,47291,46
V-R9,V,LTE,364,2561,5
V-R11,V,LTE,355,47090,46
V-R9,V,LTE,190,66536,66
V-R11,V,LTE,345,47291,46
V-R11,V,LTE,345,47489,46
V-R11,V,LTE,345,47090,46
V-R11,V,LTE,313,56140,48
V-R11,V,LTE,369,47291,46
V-R11,V,LTE,361,47291,46
V-R11,V,LTE,340,47090,46
V-R11,V,LTE,340,47489,46
V-R11,V,LTE,350,47090,46
V-R11,V,LTE,348,47090,46
V-R9,V,LTE,407,66536,66
V-R11,V,LTE,427,47090,46
V-R11,V,LTE,427,47291,46
V-R9,V,LTE,343,66536,66
V-R11,V,LTE,307,55744,48
V-R9,V,LTE,347,66536,66
V-R11,V,LTE,485,55744,48
V-R9,V,LTE,445,2050,4
V-R6,V,LTE,58,5230,13
V-R9,V,LTE,497,66536,66
V-R9,V,LTE,458,66536,66
V-R11,V,LTE,61,925,2
V-R9,V,LTE,147,2050,4
V-R9,V,LTE,116,2050,4
V-R9,V,LTE,334,5230,13
V-R11,V,LTE,283,2050,4
V-R9,V,LTE,83,5230,13
V-R9,V,LTE,147,5230,13
V-R9,V,LTE,167,2561,5
V-R9,V,LTE,295,66536,66
V-R9,V,LTE,272,5230,13
V-R6,V,LTE,280,5230,13
V-R9,V,LTE,252,66536,66
V-R9,V,LTE,483,66536,66
V-R9,V,LTE,347,925,2
V-R9,V,LTE,237,66536,66
V-R11,V,LTE,107,56140,48
V-R11,V,LTE,229,2050,4
V-R9,V,LTE,434,5230,13
V-R8,V,LTE,78,5230,13
V-R6,V,LTE,463,5230,13
V-R9,V,LTE,488,66536,66
V-R11,V,LTE,87,56140,48
V-R9,V,LTE,69,66536,66
V-R11,V,LTE,361,47090,46
V-R9,V,LTE,142,925,2
V-R9,V,LTE,154,925,2
V-R11,V,LTE,342,47090,46
V-R9,V,LTE,441,66536,66
V-R9,V,LTE,306,5230,13
V-R11,V,LTE,302,47090,46
V-R9,V,LTE,45,2561,5
V-R11,V,LTE,302,47489,46
V-R11,V,LTE,302,47291,46
V-R7,V,LTE,69,5230,13
V-R11,V,LTE,187,5230,13
V-R9,V,LTE,337,66536,66
V-R11,V,LTE,382,55744,48
V-R9,V,LTE,127,925,2
V-R11,V,LTE,427,47489,46
V-R9,V,LTE,155,925,2
V-R9,V,LTE,72,66536,66
V-R9,V,LTE,8,66536,66
V-R11,V,LTE,303,55744,48
V-R11,V,LTE,41,55744,48
V-R11,V,LTE,346,925,2
V-R11,V,LTE,404,925,2
V-R11,V,LTE,460,2050,4
V-R9,V,LTE,43,5230,13
V-R9,V,LTE,215,5230,13
V-R11,V,LTE,17,47291,46
V-R11,V,LTE,17,47090,46
V-R11,V,LTE,103,55744,48
V-R9,V,LTE,63,55942,48
V-R9,V,LTE,63,56140,48
V-R9,V,LTE,63,55744,48
V-R11,V,LTE,78,55942,48
V-R11,V,LTE,106,925,2
V-R11,V,LTE,78,55744,48
V-R11,V,LTE,78,56140,48
V-R7,V,LTE,375,2561,5
V-R9,V,LTE,182,66536,66
V-R9,V,LTE,500,66536,66
V-R11,V,LTE,226,925,2
V-R9,V,LTE,351,925,2
V-R7,V,LTE,232,5230,13
V-R9,V,LTE,472,5230,13
V-R9,V,LTE,118,5230,13
V-R9,V,LTE,314,66536,66
V-R11,V,LTE,342,47489,46
V-R11,V,LTE,337,47090,46
V-R9,V,LTE,225,66536,66
V-R11,V,LTE,67,55744,48
V-R11,V,LTE,177,55744,48
V-R9,V,LTE,140,5230,13
V-R9,V,LTE,289,66536,66
V-R9,V,LTE,250,2561,5
V-R11,V,LTE,19,2561,5
V-R11,V,LTE,446,2050,4
V-R11,V,LTE,246,2050,4
V-R9,V,LTE,113,2050,4
V-R9,V,LTE,113,5230,13
V-R9,V,LTE,17,66536,66
V-R9,V,LTE,484,66536,66
V-R9,V,LTE,19,66536,66
V-R9,V,LTE,265,66536,66
V-R9,V,LTE,462,66536,66
V-R11,V,LTE,436,56140,48
V-R9,V,LTE,420,66536,66
V-R9,V,LTE,310,66536,66
V-R9,V,LTE,491,2561,5
V-R11,V,LTE,43,2050,4
V-R9,V,LTE,444,66536,66
V-R9,V,LTE,197,2561,5
V-R11,V,LTE,280,2050,4
V-R11,V,LTE,489,56140,48
V-R9,V,LTE,103,2050,4
V-R11,V,LTE,332,2050,4
V-R9,V,LTE,8,2050,4
V-R9,V,LTE,299,5230,13
V-R11,V,LTE,501,55942,48
V-R9,V,LTE,323,925,2
V-R11,V,LTE,239,2050,4
V-R9,V,LTE,272,2050,4
V-R8,V,LTE,94,5230,13
V-R9,V,LTE,4,2561,5
V-R9,V,LTE,373,5230,13
V-R9,V,LTE,103,5230,13
V-R9,V,LTE,293,66536,66
V-R9,V,LTE,183,925,2
V-R9,V,LTE,417,925,2
V-R9,V,LTE,224,55744,48
V-R11,V,LTE,282,55744,48
V-R11,V,LTE,320,56140,48
V-R9,V,LTE,392,925,2
V-R11,V,LTE,33,56140,48
V-R11,V,LTE,463,2561,5
V-R9,V,LTE,49,66536,66
V-R6,V,LTE,483,5230,13
V-R9,V,LTE,196,2561,5
V-R9,V,LTE,408,66536,66
V-R11,V,LTE,81,55744,48
V-R11,V,LTE,165,55744,48
V-R11,V,LTE,165,56140,48
V-R11,V,LTE,165,55942,48
V-R9,V,LTE,44,925,2
V-R11,V,LTE,109,2050,4
V-R8,V,LTE,295,5230,13
V-R9,V,LTE,106,2050,4
V-R9,V,LTE,210,2050,4
V-R11,V,LTE,432,2050,4
V-R11,V,LTE,343,2050,4
V-R8,V,LTE,234,5230,13
V-R9,V,LTE,233,5230,13
V-R9,V,LTE,154,5230,13
V-R9,V,LTE,69,2561,5
V-R9,V,LTE,489,66536,66
V-R9,V,LTE,63,925,2
V-R9,V,LTE,60,66536,66
V-R9,V,LTE,330,2561,5
V-R9,V,LTE,2,2050,4
V-R11,V,LTE,237,2050,4
V-R9,V,LTE,347,5230,13
V-R9,V,LTE,179,66536,66
V-R11,V,LTE,476,925,2
V-R11,V,LTE,327,56440,48
V-R9,V,LTE,118,925,2
V-R9,V,LTE,330,56440,48
V-R11,V,LTE,175,56242,48
V-R7,V,LTE,215,2561,5
V-R9,V,LTE,306,2561,5
V-R7,V,LTE,0,5230,13
V-R9,V,LTE,247,5230,13
V-R11,V,LTE,175,56044,48
V-R11,V,LTE,348,925,2
V-R11,V,LTE,99,66536,66
V-R11,V,LTE,29,56242,48
V-R11,V,LTE,180,56242,48
V-R9,V,LTE,361,66536,66
V-R9,V,LTE,29,5230,13
V-R9,V,LTE,119,66536,66
V-R9,V,LTE,354,66536,66
V-R9,V,LTE,28,925,2
V-R9,V,LTE,429,5230,13
V-R11,V,LTE,112,47489,46
V-R11,V,LTE,40,56440,48
V-R6,V,LTE,355,5230,13
V-R7,V,LTE,284,5230,13
V-R11,V,LTE,427,56440,48
V-R11,V,LTE,130,56440,48
V-R11,V,LTE,130,56044,48
V-R11,V,LTE,375,56044,48
V-R11,V,LTE,365,56242,48
V-R11,V,LTE,282,56242,48
V-R11,V,LTE,284,47291,46
V-R11,V,LTE,351,47291,46
V-R11,V,LTE,185,56242,48
V-R11,V,LTE,185,56044,48
V-R11,V,LTE,183,56044,48
V-R11,V,LTE,288,56440,48
V-R11,V,LTE,185,56440,48
V-R9,V,LTE,57,66536,66
V-R9,V,LTE,477,66536,66
V-R11,V,LTE,301,56044,48
V-R11,V,LTE,300,56044,48
V-R11,V,LTE,427,56044,48
V-R11,V,LTE,40,56044,48
V-R11,V,LTE,351,47090,46
V-R11,V,LTE,284,47090,46
V-R9,V,LTE,31,56440,48
V-R9,V,LTE,93,56440,48
V-R11,V,LTE,207,56440,48
V-R9,V,LTE,371,66536,66
V-R11,V,LTE,42,56440,48
V-R9,V,LTE,333,66536,66
V-R11,V,LTE,309,56440,48
V-R9,V,LTE,34,66536,66
V-R9,V,LTE,372,5230,13
V-R11,V,LTE,421,925,2
V-R9,V,LTE,238,66536,66
V-R11,V,LTE,130,56242,48
V-R6,V,LTE,124,5230,13
V-R11,V,LTE,58,66536,66
V-R7,V,LTE,31,5230,13
V-R9,V,LTE,158,5230,13
V-R9,V,LTE,354,5230,13
V-R11,V,LTE,190,56044,48
V-R7,V,LTE,455,5230,13
V-R9,V,LTE,360,5230,13
V-R9,V,LTE,114,5230,13
V-R7,V,LTE,423,5230,13
V-R11,V,LTE,55,925,2
V-R11,V,LTE,206,56440,48
V-R6,V,LTE,162,5230,13
V-R11,V,LTE,29,56044,48
V-R11,V,LTE,112,56242,48
V-R11,V,LTE,161,56242,48
V-R11,V,LTE,239,56242,48
V-R11,V,LTE,28,56242,48
V-R11,V,LTE,237,56044,48
V-R9,V,LTE,150,56044,48
V-R11,V,LTE,112,56044,48
V-R11,V,LTE,62,56242,48
V-R11,V,LTE,239,56044,48
V-R11,V,LTE,206,56044,48
V-R11,V,LTE,237,56242,48
V-R11,V,LTE,161,56044,48
V-R11,V,LTE,28,56044,48
V-R9,V,LTE,332,56044,48
V-R11,V,LTE,113,56044,48
V-R9,V,LTE,61,56044,48
V-R9,V,LTE,120,66536,66
V-R9,V,LTE,330,56242,48
V-R11,V,LTE,29,56440,48
V-R11,V,LTE,60,56440,48
V-R11,V,LTE,161,56440,48
V-R11,V,LTE,94,56440,48
V-R11,V,LTE,160,56440,48
V-R11,V,LTE,27,56440,48
V-R11,V,LTE,27,56044,48
V-R9,V,LTE,203,2050,4
V-R9,V,LTE,119,5230,13
V-R9,V,LTE,266,2561,5
V-R9,V,LTE,264,66536,66
V-R11,V,LTE,182,47291,46
V-R9,V,LTE,36,925,2
V-R9,V,LTE,444,5230,13
V-R7,V,LTE,287,5230,13
V-R9,V,LTE,196,5230,13
V-R8,V,LTE,146,5230,13
V-R8,V,LTE,128,5230,13
V-R11,V,LTE,22,56440,48
V-R11,V,LTE,108,56440,48
V-R11,V,LTE,239,56440,48
V-R9,V,LTE,26,5230,13
V-R11,V,LTE,292,5230,13
V-R9,V,LTE,26,925,2
V-R9,V,LTE,407,5230,13
V-R9,V,LTE,197,925,2
V-R11,V,LTE,149,56242,48
V-R11,V,LTE,37,56044,48
V-R9,V,LTE,114,2050,4
V-R9,V,LTE,444,925,2
V-R9,V,LTE,489,2561,5
V-R11,V,LTE,164,925,2
V-R7,V,LTE,38,5230,13
V-R9,V,LTE,398,5230,13
V-R9,V,LTE,66,5230,13
V-R6,V,LTE,68,5230,13
V-R7,V,LTE,72,5230,13
V-R8,V,LTE,32,5230,13
V-R7,V,LTE,470,5230,13
V-R6,V,LTE,193,5230,13
V-R8,V,LTE,499,5230,13
V-R9,V,LTE,197,5230,13
V-R9,V,LTE,248,66536,66
V-R7,V,LTE,201,5230,13
V-R9,V,LTE,114,925,2
V-R11,V,LTE,214,56044,48
V-R11,V,LTE,22,56044,48
V-R9,V,LTE,110,5230,13
V-R11,V,LTE,370,5230,13
V-R7,V,LTE,122,5230,13
V-R9,V,LTE,216,5230,13
V-R9,V,LTE,370,66536,66
V-R9,V,LTE,214,925,2
V-R9,V,LTE,201,925,2
V-R6,V,LTE,17,5230,13
V-R9,V,LTE,116,925,2
V-R11,V,LTE,37,925,2
V-R6,V,LTE,37,5230,13
V-R6,V,LTE,482,5230,13
V-R9,V,LTE,24,66536,66
V-R9,V,LTE,203,925,2
V-R11,V,LTE,237,56440,48
V-R11,V,LTE,112,56440,48
V-R6,V,LTE,121,5230,13
V-R9,V,LTE,30,5230,13
V-R9,V,LTE,144,5230,13
V-R9,V,LTE,492,5230,13
V-R8,V,LTE,123,5230,13
V-R9,V,LTE,361,5230,13
V-R9,V,LTE,97,925,2
V-R11,V,LTE,354,56242,48
V-R11,V,LTE,355,56242,48
V-R11,V,LTE,360,56242,48
V-R11,V,LTE,354,56044,48
V-R11,V,LTE,355,56044,48
V-R11,V,LTE,427,56242,48
V-R9,V,LTE,474,925,2
V-R9,V,LTE,312,925,2
V-R9,V,LTE,6,5230,13
V-R9,V,LTE,97,66536,66
V-R9,V,LTE,164,5230,13
V-R6,V,LTE,99,2561,5
V-R9,V,LTE,168,66536,66
V-R9,V,LTE,278,66536,66
V-R7,V,LTE,59,5230,13
V-R9,V,LTE,212,925,2
V-R9,V,LTE,96,66536,66
V-R7,V,LTE,257,5230,13
V-R6,V,LTE,263,2561,5
V-R9,V,LTE,284,925,2
V-R11,V,LTE,332,66536,66
V-R11,V,LTE,16,66536,66
V-R11,V,LTE,307,56242,48
V-R11,V,LTE,102,56242,48
V-R7,V,LTE,167,5230,13
V-R9,V,LTE,502,925,2
V-R9,V,LTE,87,5230,13
V-R9,V,LTE,333,56440,48
V-R9,V,LTE,174,5230,13
V-R9,V,LTE,412,66536,66
V-R9,V,LTE,352,2561,5
V-R9,V,LTE,456,66536,66
V-R9,V,LTE,124,66536,66
V-R9,V,LTE,401,66536,66
V-R11,V,LTE,483,925,2
V-R11,V,LTE,447,56440,48
V-R9,V,LTE,93,5230,13
V-R11,V,LTE,17,56044,48
V-R11,V,LTE,17,56440,48
V-R11,V,LTE,17,56242,48
V-R9,V,LTE,123,66536,66
V-R11,V,LTE,449,925,2
V-R9,V,LTE,364,925,2
V-R6,V,LTE,126,2561,5
V-R11,V,LTE,143,2561,5
V-R9,V,LTE,0,2561,5
V-R11,V,LTE,282,56440,48
V-R9,V,LTE,480,66536,66
V-R9,V,LTE,279,56242,48
V-R9,V,LTE,440,925,2
V-R11,V,LTE,40,56242,48
V-R11,V,LTE,282,56044,48
V-R6,V,LTE,481,5230,13
V-R11,V,LTE,232,66536,66
V-R9,V,LTE,369,66536,66
V-R9,V,LTE,62,66536,66
V-R9,V,LTE,128,66536,66
V-R9,V,LTE,182,56044,48
V-R11,V,LTE,239,47291,46
V-R11,V,LTE,239,47090,46
V-R9,V,LTE,255,66536,66
V-R9,V,LTE,396,66536,66
V-R6,V,LTE,55,5230,13
V-R9,V,LTE,149,5230,13
V-R9,V,LTE,375,56440,48
V-R11,V,LTE,301,56440,48
V-R11,V,LTE,300,56440,48
V-R11,V,LTE,25,56440,48
V-R9,V,LTE,347,2050,4
V-R9,V,LTE,158,2050,4
V-R9,V,LTE,51,2050,4
V-R11,V,LTE,270,2561,5
V-R11,V,LTE,151,56044,48
V-R9,V,LTE,120,925,2
V-R11,V,LTE,148,56044,48
V-R11,V,LTE,355,925,2
V-R11,V,LTE,148,56242,48
V-R9,V,LTE,119,2561,5
V-R9,V,LTE,449,2561,5
V-R11,V,LTE,355,2561,5
V-R6,V,LTE,354,2561,5
V-R11,V,LTE,58,56242,48
V-R9,V,LTE,365,925,2
V-R9,V,LTE,176,5230,13
V-R11,V,LTE,157,47489,46
V-R9,V,LTE,223,5230,13
V-R7,V,LTE,90,5230,13
V-R11,V,LTE,37,56242,48
V-R9,V,LTE,183,56440,48
V-R9,V,LTE,36,56440,48
V-R11,V,LTE,428,56440,48
V-R8,V,LTE,238,5230,13
V-R11,V,LTE,301,56242,48
V-R11,V,LTE,300,56242,48
V-R11,V,LTE,375,56242,48
V-R7,V,LTE,10,5230,13
V-R11,V,LTE,434,56440,48
V-R9,V,LTE,86,2561,5
V-R9,V,LTE,26,56044,48
V-R11,V,LTE,7,56440,48
V-R9,V,LTE,159,5230,13
V-R9,V,LTE,95,5230,13
V-R9,V,LTE,179,5230,13
V-R11,V,LTE,485,56044,48
V-R9,V,LTE,46,5230,13
V-R7,V,LTE,411,2561,5
V-R9,V,LTE,60,2561,5
V-R11,V,LTE,363,56044,48
V-R11,V,LTE,365,56044,48
V-R7,V,LTE,333,5230,13
V-R11,V,LTE,25,56044,48
V-R11,V,LTE,422,56044,48
V-R6,V,LTE,23,5230,13
V-R11,V,LTE,307,56044,48
V-R9,V,LTE,147,2561,5
V-R11,V,LTE,18,2050,4
V-R11,V,LTE,376,56242,48
V-R9,V,LTE,29,2050,4
V-R11,V,LTE,336,56440,48
V-R9,V,LTE,322,2050,4
V-R11,V,LTE,108,56044,48
V-R11,V,LTE,184,56044,48
V-R11,V,LTE,423,2050,4
V-R11,V,LTE,33,2050,4
V-R9,V,LTE,497,5230,13
V-R8,V,LTE,54,5230,13
V-R7,V,LTE,474,5230,13
V-R11,V,LTE,473,925,2
V-R9,V,LTE,94,925,2
V-R9,V,LTE,465,2561,5
V-R9,V,LTE,231,5230,13
V-R9,V,LTE,293,5230,13
V-R9,V,LTE,472,2561,5
V-R9,V,LTE,389,2561,5
V-R9,V,LTE,143,66536,66
V-R11,V,LTE,130,47489,46
V-R11,V,LTE,42,56044,48
V-R11,V,LTE,3,56242,48
V-R11,V,LTE,3,56044,48
V-R11,V,LTE,72,56440,48
V-R11,V,LTE,133,56044,48
V-R11,V,LTE,113,56242,48
V-R6,V,LTE,392,5230,13
V-R9,V,LTE,221,2050,4
V-R11,V,LTE,386,56242,48
V-R9,V,LTE,159,2050,4
V-R9,V,LTE,420,925,2
V-R9,V,LTE,411,5230,13
V-R9,V,LTE,48,5230,13
V-R9,V,LTE,391,5230,13
V-R11,V,LTE,386,56044,48
V-R11,V,LTE,386,56440,48
V-R11,V,LTE,213,56044,48
V-R9,V,LTE,119,925,2
V-R11,V,LTE,397,5230,13
V-R9,V,LTE,133,5230,13
V-R9,V,LTE,104,5230,13
V-R9,V,LTE,479,2561,5
V-R9,V,LTE,372,2561,5
V-R9,V,LTE,125,66536,66
V-R6,V,LTE,363,5230,13
V-R11,V,LTE,157,56242,48
V-R11,V,LTE,109,53341,46
V-R11,V,LTE,109,53140,46
V-R11,V,LTE,109,53539,46
V-R6,V,LTE,403,5230,13
V-R11,V,LTE,174,56140,48
V-R11,V,LTE,493,55744,48
V-R11,V,LTE,176,56140,48
V-R11,V,LTE,85,56140,48
V-R11,V,LTE,176,55744,48
V-R9,V,LTE,141,2561,5
V-R9,V,LTE,221,2561,5
V-R11,V,LTE,8,53140,46
V-R11,V,LTE,132,55942,48
V-R11,V,LTE,133,56140,48
V-R11,V,LTE,132,56140,48
V-R11,V,LTE,386,56140,48
V-R11,V,LTE,213,56140,48
V-R9,V,LTE,113,55744,48
V-R11,V,LTE,22,55744,48
V-R6,V,LTE,237,55744,48
V-R9,V,LTE,61,56140,48
V-R11,V,LTE,150,56140,48
V-R11,V,LTE,112,56140,48
V-R6,V,LTE,495,2561,5
V-R9,V,LTE,476,66536,66
V-R11,V,LTE,338,55942,48
V-R11,V,LTE,307,56140,48
V-R9,V,LTE,293,2561,5
V-R9,V,LTE,151,2561,5
V-R11,V,LTE,218,55942,48
V-R6,V,LTE,339,55942,48
V-R11,V,LTE,218,56140,48
V-R11,V,LTE,282,2050,4
V-R11,V,LTE,447,2050,4
V-R11,V,LTE,161,55942,48
V-R11,V,LTE,100,2050,4
V-R11,V,LTE,56,2050,4
V-R9,V,LTE,112,925,2
V-R11,V,LTE,67,55942,48
V-R9,V,LTE,304,66536,66
V-R9,V,LTE,437,66536,66
V-R11,V,LTE,346,2561,5
V-R11,V,LTE,483,2050,4
V-R11,V,LTE,84,47291,46
V-R11,V,LTE,175,53539,46
V-R11,V,LTE,175,53341,46
V-R11,V,LTE,416,55744,48
V-R11,V,MW,38,2074999,n261
V-R11,V,MW,38,2076665,n261
V-R11,V,MW,38,2073333,n261
V-R11,V,MW,112,2074999,n261
V-R11,V,MW,315,2076665,n261
V-R11,V,MW,315,2074999,n261
V-R11,V,MW,315,2073333,n261
V-R11,V,Sub6,272,176930,n5
V-R6,V,LTE,22,66836,66
V-R7,V,LTE,22,66586,66
V-R7,V,LTE,61,1100,2
V-R9,V,LTE,61,5230,13
V-R6,V,LTE,15,66836,66
V-R6,V,LTE,15,67086,66
V-R6,V,LTE,15,66586,66
V-R6,V,LTE,56,66836,66
V-R6,V,LTE,56,66586,66
V-R6,V,LTE,56,67086,66
V-R8,V,LTE,61,66836,66
V-R6,V,LTE,31,66836,66
V-R6,V,LTE,31,66586,66
V-R7,V,LTE,341,1100,2
V-R7,V,LTE,341,5230,13
V-R7,V,LTE,34,66836,66
V-R6,V,LTE,34,66586,66
V-R6,V,LTE,126,1100,2
V-R7,V,LTE,55,66836,66
V-R6,V,LTE,55,66586,66
V-R7,V,LTE,89,66836,66
V-R7,V,LTE,89,66586,66
V-R6,V,LTE,23,66836,66
V-R8,V,LTE,61,66586,66
V-R7,V,LTE,184,66836,66
V-R7,V,LTE,126,66836,66
V-R6,V,LTE,126,66586,66
V-R8,V,LTE,30,66836,66
V-R8,V,LTE,30,66586,66
V-R6,V,LTE,60,66836,66
