pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,instance_number,duration_sample_number
53,850,None,None,29,52740,None,None,None,None,None,None,None,None,None,None,3,260
269,66486,337,174270,224,9820,73,66661,None,None,None,None,None,None,None,None,2,536
269,66486,898,174270,224,9820,73,66661,None,None,None,None,None,None,None,None,1,409
269,66486,119,174270,224,9820,73,66661,None,None,None,None,None,None,None,None,1,15
269,66486,None,None,428,5330,224,9820,None,None,None,None,None,None,None,None,7,159
78,850,None,None,449,53139,None,None,None,None,None,None,None,None,None,None,87,10023
499,850,None,None,247,5110,374,66486,502,66661,None,None,None,None,None,None,2,402
78,850,None,None,448,52941,None,None,None,None,None,None,None,None,None,None,89,12486
78,850,898,174270,447,52740,448,52941,449,53139,None,None,None,None,None,None,2,508
78,850,337,174270,447,52740,448,52941,449,53139,None,None,None,None,None,None,3,219
78,850,518,174270,447,52740,448,52941,449,53139,None,None,None,None,None,None,1,45
78,850,518,174270,447,52740,448,52941,None,None,None,None,None,None,None,None,1,551
78,850,898,174270,447,52740,448,52941,None,None,None,None,None,None,None,None,1,29
78,850,None,None,447,52740,448,52941,None,None,None,None,None,None,None,None,1,29
177,850,None,None,44,52740,None,None,None,None,None,None,None,None,None,None,19,4785
215,850,None,None,212,9820,148,66936,None,None,None,None,None,None,None,None,1,13
155,850,None,None,21,5110,323,66486,196,66936,None,None,None,None,None,None,1,79
215,850,None,None,44,5110,148,66936,None,None,None,None,None,None,None,None,1,8
36,5110,None,None,288,850,None,None,None,None,None,None,None,None,None,None,3,252
428,5110,None,None,214,850,269,66486,73,66661,None,None,None,None,None,None,2,341
78,850,None,None,447,52740,None,None,None,None,None,None,None,None,None,None,85,10066
295,850,None,None,455,53139,None,None,None,None,None,None,None,None,None,None,5,198
363,850,None,None,11,52740,None,None,None,None,None,None,None,None,None,None,47,9405
278,850,None,None,464,53139,None,None,None,None,None,None,None,None,None,None,36,2055
203,850,None,None,292,52740,None,None,None,None,None,None,None,None,None,None,64,15058
52,850,None,None,274,5110,None,None,None,None,None,None,None,None,None,None,7,394
168,850,None,None,456,52740,None,None,None,None,None,None,None,None,None,None,56,7203
52,850,220,174270,None,None,None,None,None,None,None,None,None,None,None,None,2,357
416,850,None,None,366,52941,None,None,None,None,None,None,None,None,None,None,28,1773
214,850,None,None,428,5330,269,66486,73,66661,None,None,None,None,None,None,7,468
214,850,220,174270,73,66661,269,66486,None,None,None,None,None,None,None,None,2,137
214,850,337,174270,73,66661,269,66486,None,None,None,None,None,None,None,None,4,403
274,5110,None,None,52,850,None,None,None,None,None,None,None,None,None,None,2,242
416,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14,730
203,850,None,None,219,52941,None,None,None,None,None,None,None,None,None,None,61,13417
203,850,577,2259995,None,None,None,None,None,None,577,2261661,577,2263327,577,2264993,117,29055
52,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,601
168,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,2263
52,850,337,174270,None,None,None,None,None,None,None,None,None,None,None,None,2,32
416,850,None,None,46,53139,None,None,None,None,None,None,None,None,None,None,34,2631
416,850,337,174270,160,52740,366,52941,46,53139,None,None,None,None,None,None,5,368
203,850,None,None,100,53139,None,None,None,None,None,None,None,None,None,None,60,10253
203,850,None,None,292,52740,219,52941,100,53139,None,None,None,None,None,None,56,1894
269,66486,None,None,214,850,428,5330,73,66661,None,None,None,None,None,None,1,454
36,5110,None,None,216,850,None,None,None,None,None,None,None,None,None,None,1,102
274,5110,None,None,217,850,None,None,None,None,None,None,None,None,None,None,1,265
216,850,269,174300,None,None,None,None,None,None,None,None,None,None,None,None,3,243
217,850,None,None,274,5110,None,None,None,None,None,None,None,None,None,None,5,37
217,850,269,174300,None,None,None,None,None,None,None,None,None,None,None,None,4,303
217,850,518,174300,None,None,None,None,None,None,None,None,None,None,None,None,4,551
217,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10,832
36,5110,None,None,216,850,225,66486,222,66936,None,None,None,None,None,None,11,493
222,66936,None,None,216,850,273,5330,225,66486,None,None,None,None,None,None,13,734
222,66936,805,174300,366,66661,225,66486,None,None,None,None,None,None,None,None,1,140
57,9820,None,None,255,5330,323,66486,196,66936,None,None,None,None,None,None,3,47
57,9820,741,174300,290,850,None,None,None,None,None,None,None,None,None,None,2,27
36,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,33
222,66936,337,174300,366,66661,216,850,None,None,None,None,None,None,None,None,1,4
222,66936,741,174300,366,66661,225,66486,None,None,None,None,None,None,None,None,2,279
169,66936,741,174300,307,66661,238,9820,None,None,None,None,None,None,None,None,1,90
44,66936,None,None,475,850,293,5330,395,66486,None,None,None,None,None,None,2,11
44,66936,337,174300,129,9840,171,66661,None,None,None,None,None,None,None,None,1,4
44,66936,None,None,44,5110,129,9840,None,None,None,None,None,None,None,None,1,4
44,66936,741,174300,129,9840,None,None,None,None,None,None,None,None,None,None,2,58
44,66936,None,None,129,9840,None,None,None,None,None,None,None,None,None,None,1,4
44,66936,741,174300,171,66661,129,9840,None,None,None,None,None,None,None,None,2,249
44,66936,None,None,44,5110,129,9840,395,66486,None,None,None,None,None,None,1,7
222,66936,337,174300,366,66661,225,66486,None,None,None,None,None,None,None,None,1,4
4,850,None,None,30,53139,None,None,None,None,None,None,None,None,None,None,8,608
469,850,None,None,67,53139,None,None,None,None,None,None,None,None,None,None,33,5592
4,850,None,None,436,52941,None,None,None,None,None,None,None,None,None,None,13,1357
222,66936,583,174300,366,66661,None,None,None,None,None,None,None,None,None,None,1,57
47,850,None,None,38,52740,189,52941,39,53139,None,None,None,None,None,None,10,933
329,850,None,None,455,53139,None,None,None,None,None,None,None,None,None,None,2,308
214,850,None,None,390,52941,None,None,None,None,None,None,None,None,None,None,8,656
170,850,None,None,470,53139,None,None,None,None,None,None,None,None,None,None,34,7742
170,850,898,174300,468,52740,469,52941,470,53139,None,None,None,None,None,None,1,40
170,850,337,174300,469,52941,None,None,None,None,None,None,None,None,None,None,2,292
170,850,518,174300,469,52941,None,None,None,None,None,None,None,None,None,None,3,148
222,66936,561,174300,366,66661,None,None,None,None,None,None,None,None,None,None,1,80
222,66936,898,174300,225,66486,366,66661,None,None,None,None,None,None,None,None,1,12
463,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,11
44,5110,None,None,475,850,395,66486,44,66936,None,None,None,None,None,None,1,10
428,5110,None,None,59,850,244,66486,73,66661,None,None,None,None,None,None,17,8195
47,850,898,174300,38,52740,189,52941,39,53139,None,None,None,None,None,None,1,16
329,850,None,None,454,52941,None,None,None,None,None,None,None,None,None,None,1,144
214,850,None,None,4,53139,None,None,None,None,None,None,None,None,None,None,7,487
278,850,None,None,462,52740,None,None,None,None,None,None,None,None,None,None,38,1679
305,850,None,None,255,53139,None,None,None,None,None,None,None,None,None,None,34,2066
254,850,None,None,442,52941,None,None,None,None,None,None,None,None,None,None,37,2818
272,850,944,2259995,None,None,None,None,None,None,944,2261661,944,2263327,944,2264993,16,998
20,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12,1702
49,850,None,None,256,5330,222,66486,321,66936,None,None,None,None,None,None,13,212
49,850,805,174300,301,66661,321,66936,None,None,None,None,None,None,None,None,1,4
49,850,642,174300,301,66661,321,66936,None,None,None,None,None,None,None,None,1,16
363,850,None,None,44,52740,None,None,None,None,None,None,None,None,None,None,5,2118
49,850,741,174300,301,66661,321,66936,None,None,None,None,None,None,None,None,5,39
321,66936,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,12
321,66936,119,174300,301,66661,265,9820,None,None,None,None,None,None,None,None,1,3
321,66936,None,None,49,850,256,5330,222,66486,None,None,None,None,None,None,4,204
321,66936,741,174300,301,66661,265,9820,None,None,None,None,None,None,None,None,1,3
321,66936,661,174300,301,66661,265,9820,None,None,None,None,None,None,None,None,2,37
321,66936,898,174300,301,66661,265,9820,None,None,None,None,None,None,None,None,1,4
321,66936,None,None,256,5330,265,9820,222,66486,None,None,None,None,None,None,2,7
321,66936,642,174300,301,66661,265,9820,None,None,None,None,None,None,None,None,2,260
196,66936,None,None,389,850,255,5330,365,66486,None,None,None,None,None,None,1,181
272,850,None,None,38,52740,189,52941,39,53139,None,None,None,None,None,None,19,1950
412,850,None,None,454,52941,None,None,None,None,None,None,None,None,None,None,12,1061
78,850,334,2271657,None,None,None,None,None,None,334,2266659,334,2268325,334,2269991,14,960
78,850,None,None,447,52740,448,52941,449,53139,None,None,None,None,None,None,28,1789
411,850,818,2271657,None,None,None,None,None,None,818,2266659,818,2268325,818,2269991,17,2277
272,850,None,None,189,52941,39,53139,None,None,None,None,None,None,None,None,2,62
78,850,334,2263327,None,None,None,None,None,None,334,2259995,334,2261661,334,2264993,10,644
78,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,453
411,850,818,2268325,None,None,None,None,None,None,818,2263327,818,2264993,818,2266659,20,2736
307,850,269,174300,62,52740,63,52941,64,53139,None,None,None,None,None,None,6,792
307,850,119,174300,63,52941,64,53139,None,None,None,None,None,None,None,None,2,91
307,850,642,174300,63,52941,64,53139,None,None,None,None,None,None,None,None,3,110
307,850,None,None,63,52941,64,53139,None,None,None,None,None,None,None,None,5,21
307,850,805,174300,63,52941,62,52740,64,53139,None,None,None,None,None,None,3,442
20,850,442,2269991,None,None,None,None,None,None,442,2264993,442,2266659,442,2268325,3,393
469,850,284,2261661,None,None,None,None,None,None,284,2259995,284,2263327,284,2264993,6,1371
307,850,661,174300,62,52740,63,52941,64,53139,None,None,None,None,None,None,1,3
307,850,None,None,62,52740,63,52941,64,53139,None,None,None,None,None,None,23,721
307,850,642,174300,62,52740,63,52941,64,53139,None,None,None,None,None,None,2,15
20,850,None,None,430,52941,None,None,None,None,None,None,None,None,None,None,33,4391
411,850,284,2268325,None,None,None,None,None,None,284,2263327,284,2264993,284,2266659,1,18
469,850,284,2268325,None,None,None,None,None,None,284,2263327,284,2264993,284,2266659,3,555
469,850,None,None,432,52740,258,52941,67,53139,None,None,None,None,None,None,13,416
4,850,None,None,29,52740,None,None,None,None,None,None,None,None,None,None,4,255
4,850,807,2263327,None,None,None,None,None,None,807,2259995,807,2261661,807,2264993,4,1053
469,850,284,2269991,None,None,None,None,None,None,284,2264993,284,2266659,284,2268325,1,208
305,850,None,None,59,52740,None,None,None,None,None,None,None,None,None,None,30,1918
305,850,690,2259995,None,None,None,None,None,None,690,2261661,690,2263327,690,2264993,10,1588
305,850,None,None,59,52740,273,52941,255,53139,None,None,None,None,None,None,67,496
305,850,690,2271657,None,None,None,None,None,None,690,2266659,690,2268325,690,2269991,10,1265
254,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12,826
254,850,231,2268325,None,None,None,None,None,None,231,2263327,231,2264993,231,2266659,14,993
254,850,None,None,202,52740,442,52941,443,53139,None,None,None,None,None,None,94,3815
254,850,231,2271657,None,None,None,None,None,None,231,2266659,231,2268325,231,2269991,22,2524
254,850,231,2266659,None,None,None,None,None,None,231,2261661,231,2263327,231,2264993,11,1626
395,850,None,None,38,52740,189,52941,39,53139,None,None,None,None,None,None,74,10172
78,850,944,2271657,None,None,None,None,None,None,944,2266659,944,2268325,944,2269991,1,10
78,850,334,2266659,None,None,None,None,None,None,334,2261661,334,2263327,334,2264993,11,781
271,850,None,None,455,53139,None,None,None,None,None,None,None,None,None,None,53,3740
271,850,823,2268325,None,None,None,None,None,None,823,2263327,823,2264993,823,2266659,19,1158
363,850,None,None,390,52941,None,None,None,None,None,None,None,None,None,None,48,4553
363,850,22,2259995,None,None,None,None,None,None,22,2261661,22,2263327,22,2264993,112,25278
363,850,None,None,11,52740,390,52941,4,53139,None,None,None,None,None,None,35,229
170,850,None,None,469,52941,None,None,None,None,None,None,None,None,None,None,25,4831
411,850,818,2269991,None,None,None,None,None,None,818,2264993,818,2266659,818,2268325,21,6597
20,850,442,2264993,None,None,None,None,None,None,442,2259995,442,2261661,442,2263327,4,533
20,850,None,None,193,52740,430,52941,431,53139,None,None,None,None,None,None,33,3230
433,850,None,None,385,5330,351,66486,321,66936,None,None,None,None,None,None,22,218
433,850,805,174300,321,66936,351,66486,None,None,None,None,None,None,None,None,13,275
324,850,None,None,12,52941,None,None,None,None,None,None,None,None,None,None,21,7764
170,850,None,None,468,52740,None,None,None,None,None,None,None,None,None,None,24,2821
59,850,None,None,428,5330,244,66486,73,66661,None,None,None,None,None,None,163,46404
170,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17,5898
411,850,818,2263327,None,None,None,None,None,None,818,2259995,818,2261661,818,2264993,20,2063
395,850,944,2259995,None,None,None,None,None,None,944,2261661,944,2263327,944,2264993,51,3146
271,850,None,None,454,52941,None,None,None,None,None,None,None,None,None,None,73,5349
271,850,823,2266659,None,None,None,None,None,None,823,2261661,823,2263327,823,2264993,10,793
278,850,584,2259995,None,None,None,None,None,None,584,2261661,584,2263327,584,2264993,52,5169
305,850,None,None,273,52941,None,None,None,None,None,None,None,None,None,None,43,2668
254,850,None,None,443,53139,None,None,None,None,None,None,None,None,None,None,44,3097
254,850,231,2264993,None,None,None,None,None,None,231,2259995,231,2261661,231,2263327,13,1528
216,850,518,174300,366,66661,222,66936,None,None,None,None,None,None,None,None,9,654
217,850,None,None,76,5330,232,66486,169,66936,None,None,None,None,None,None,68,6248
217,850,518,174300,307,66661,169,66936,None,None,None,None,None,None,None,None,28,3112
217,850,337,174300,307,66661,169,66936,None,None,None,None,None,None,None,None,12,1227
168,850,None,None,458,53139,None,None,None,None,None,None,None,None,None,None,41,6739
168,850,327,2259995,None,None,None,None,None,None,327,2261661,327,2263327,327,2264993,102,17969
168,850,None,None,456,52740,457,52941,458,53139,None,None,None,None,None,None,75,2651
305,850,690,2263327,None,None,None,None,None,None,690,2259995,690,2261661,690,2264993,16,1248
254,850,None,None,202,52740,None,None,None,None,None,None,None,None,None,None,42,3286
254,850,231,2259995,None,None,None,None,None,None,231,2261661,231,2263327,231,2264993,22,2864
254,850,231,2269991,None,None,None,None,None,None,231,2264993,231,2266659,231,2268325,22,1389
271,850,None,None,453,52740,None,None,None,None,None,None,None,None,None,None,59,4139
271,850,823,2263327,None,None,None,None,None,None,823,2259995,823,2261661,823,2264993,19,1016
324,850,None,None,31,53139,None,None,None,None,None,None,None,None,None,None,6,2963
307,850,805,174300,62,52740,63,52941,64,53139,None,None,None,None,None,None,46,6567
271,850,823,2264993,None,None,None,None,None,None,823,2259995,823,2261661,823,2263327,14,1102
363,850,22,2259995,None,None,None,None,None,None,None,None,None,None,None,None,6,2602
278,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,167
203,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,308
305,850,690,2261661,None,None,None,None,None,None,690,2259995,690,2263327,690,2264993,12,818
305,850,231,2263327,None,None,None,None,None,None,231,2259995,231,2261661,231,2264993,4,154
254,850,231,2263327,None,None,None,None,None,None,231,2259995,231,2261661,231,2264993,16,1705
216,850,None,None,273,5330,225,66486,222,66936,None,None,None,None,None,None,51,2341
216,850,518,174300,366,66661,225,66486,None,None,None,None,None,None,None,None,7,353
217,850,9,2259999,307,66661,None,None,None,None,None,None,None,None,None,None,2,51
217,850,518,174300,307,66661,232,66486,None,None,None,None,None,None,None,None,10,1406
411,850,818,2266659,None,None,None,None,None,None,818,2261661,818,2263327,818,2264993,17,5044
305,850,231,2261661,None,None,None,None,None,None,231,2259995,231,2263327,231,2264993,7,346
305,850,690,2269991,None,None,None,None,None,None,690,2264993,690,2266659,690,2268325,9,613
20,850,442,2266659,None,None,None,None,None,None,442,2261661,442,2263327,442,2264993,6,282
433,850,741,174300,321,66936,351,66486,None,None,None,None,None,None,None,None,2,6
452,850,None,None,281,5330,382,66486,148,66936,None,None,None,None,None,None,7,133
78,850,334,2268325,None,None,None,None,None,None,334,2263327,334,2264993,334,2266659,12,500
411,850,818,2261661,None,None,None,None,None,None,818,2259995,818,2263327,818,2264993,15,2483
271,850,823,2269991,None,None,None,None,None,None,823,2264993,823,2266659,823,2268325,15,909
363,850,None,None,4,53139,None,None,None,None,None,None,None,None,None,None,37,4928
278,850,22,2259995,None,None,None,None,None,None,22,2261661,22,2263327,22,2264993,4,84
278,850,584,2259995,None,None,None,None,None,None,None,None,None,None,None,None,1,116
162,850,None,None,46,53139,None,None,None,None,None,None,None,None,None,None,27,2704
238,9820,337,174300,307,66661,169,66936,None,None,None,None,None,None,None,None,1,289
224,9820,None,None,428,5330,244,66486,73,66661,None,None,None,None,None,None,49,34079
238,9820,None,None,76,5330,232,66486,169,66936,None,None,None,None,None,None,37,3154
395,850,None,None,189,52941,None,None,None,None,None,None,None,None,None,None,3,13
271,850,None,None,453,52740,454,52941,455,53139,None,None,None,None,None,None,38,262
305,850,577,2268325,None,None,None,None,None,None,577,2263327,577,2264993,577,2266659,1,17
305,850,690,2266659,None,None,None,None,None,None,690,2261661,690,2263327,690,2264993,9,341
305,850,231,2271657,None,None,None,None,None,None,231,2266659,231,2268325,231,2269991,5,196
305,850,231,2259995,None,None,None,None,None,None,231,2261661,231,2263327,231,2264993,1,36
78,850,334,2261661,None,None,None,None,None,None,334,2259995,334,2263327,334,2264993,6,349
20,850,442,2261661,None,None,None,None,None,None,442,2259995,442,2263327,442,2264993,6,343
433,850,898,174300,321,66936,351,66486,None,None,None,None,None,None,None,None,1,19
271,850,823,2261661,None,None,None,None,None,None,823,2259995,823,2263327,823,2264993,12,844
278,850,None,None,463,52941,None,None,None,None,None,None,None,None,None,None,22,773
271,850,823,2271657,None,None,None,None,None,None,823,2266659,823,2268325,823,2269991,12,908
20,850,None,None,431,53139,None,None,None,None,None,None,None,None,None,None,22,1636
20,850,442,2268325,None,None,None,None,None,None,442,2263327,442,2264993,442,2266659,5,362
363,850,584,2259995,None,None,None,None,None,None,None,None,None,None,None,None,4,1442
278,850,None,None,462,52740,463,52941,464,53139,None,None,None,None,None,None,13,239
305,850,690,2268325,None,None,None,None,None,None,690,2263327,690,2264993,690,2266659,15,1265
216,850,8,2259999,273,5330,225,66486,222,66936,None,None,None,None,None,None,8,592
305,850,231,2269991,None,None,None,None,None,None,231,2264993,231,2266659,231,2268325,8,289
305,850,231,2264993,None,None,None,None,None,None,231,2259995,231,2261661,231,2263327,5,48
78,850,334,2269991,None,None,None,None,None,None,334,2264993,334,2266659,334,2268325,12,852
411,850,334,2266659,None,None,None,None,None,None,334,2261661,334,2263327,334,2264993,2,36
411,850,None,None,426,52740,218,52941,273,53139,None,None,None,None,None,None,18,3019
411,850,334,2268325,None,None,None,None,None,None,334,2263327,334,2264993,334,2266659,1,43
411,850,None,None,218,52941,273,53139,None,None,None,None,None,None,None,None,2,200
78,850,334,2264993,None,None,None,None,None,None,334,2259995,334,2261661,334,2263327,7,461
278,850,577,2259995,None,None,None,None,None,None,577,2261661,577,2263327,577,2264993,5,128
216,850,8,2259999,273,5330,None,None,222,66936,None,None,None,None,None,None,1,71
216,850,None,None,273,5330,366,66661,222,66936,None,None,None,None,None,None,1,3
20,850,442,2263327,None,None,None,None,None,None,442,2259995,442,2261661,442,2264993,5,499
271,850,22,2268325,None,None,None,None,None,None,22,2263327,22,2264993,22,2266659,1,3
407,5110,None,None,433,850,351,66486,321,66936,None,None,None,None,None,None,1,15
274,5110,None,None,217,850,232,66486,169,66936,None,None,None,None,None,None,2,1291
20,850,818,2261661,None,None,None,None,None,None,818,2259995,818,2263327,818,2264993,2,111
324,850,None,None,44,52740,None,None,None,None,None,None,None,None,None,None,6,2049
395,850,None,None,38,52740,189,52941,None,None,None,None,None,None,None,None,1,2
216,850,None,None,36,5110,225,66486,222,66936,None,None,None,None,None,None,2,130
168,850,None,None,457,52941,None,None,None,None,None,None,None,None,None,None,42,6770
244,66486,None,None,59,850,428,5330,73,66661,None,None,None,None,None,None,69,17168
254,850,690,2266659,None,None,None,None,None,None,690,2261661,690,2263327,690,2264993,1,22
238,9820,337,174300,217,850,None,None,None,None,None,None,None,None,None,None,2,102
225,66486,None,None,216,850,273,5330,222,66936,None,None,None,None,None,None,19,2609
433,850,642,174300,321,66936,351,66486,None,None,None,None,None,None,None,None,2,41
426,5110,None,None,25,850,51,66486,270,66661,None,None,None,None,None,None,2,186
262,5110,None,None,241,850,None,None,None,None,None,None,None,None,None,None,1,17
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,288
274,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,2620
305,850,231,2268325,None,None,None,None,None,None,231,2263327,231,2264993,231,2266659,8,243
20,850,818,2266659,None,None,None,None,None,None,818,2261661,818,2263327,818,2264993,2,97
411,850,818,2264993,None,None,None,None,None,None,818,2259995,818,2261661,818,2263327,12,1551
203,850,327,2259995,None,None,None,None,None,None,327,2261661,327,2263327,327,2264993,1,21
271,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11,730
363,850,584,2259995,None,None,None,None,None,None,584,2261661,584,2263327,584,2264993,4,88
254,850,231,2261661,None,None,None,None,None,None,231,2259995,231,2263327,231,2264993,17,2142
254,850,690,2268325,None,None,None,None,None,None,690,2263327,690,2264993,690,2266659,1,11
411,850,None,None,426,52740,273,53139,None,None,None,None,None,None,None,None,3,10
168,850,None,None,456,52740,457,52941,None,None,None,None,None,None,None,None,1,41
411,850,944,2264993,None,None,None,None,None,None,944,2259995,944,2261661,944,2263327,2,43
433,850,661,174300,321,66936,351,66486,None,None,None,None,None,None,None,None,2,37
271,850,22,2261661,None,None,None,None,None,None,22,2259995,22,2263327,22,2264993,1,31
254,850,231,2259995,None,None,None,None,None,None,None,None,None,None,None,None,1,1
363,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,378
271,850,334,2261661,None,None,None,None,None,None,334,2259995,334,2263327,334,2264993,1,96
170,5110,None,None,452,850,382,66486,148,66936,None,None,None,None,None,None,1,40
324,850,642,174300,12,52941,31,53139,44,52740,None,None,None,None,None,None,1,266
324,850,805,174300,12,52941,None,None,None,None,None,None,None,None,None,None,1,128
351,66486,661,174300,321,66936,265,9820,None,None,None,None,None,None,None,None,1,17
220,66486,None,None,283,850,361,5330,361,66936,None,None,None,None,None,None,1,5
225,66486,805,174300,366,66661,222,66936,None,None,None,None,None,None,None,None,2,154
225,66486,None,None,273,5330,222,66936,None,None,None,None,None,None,None,None,2,81
469,850,284,2266659,None,None,None,None,None,None,284,2261661,284,2263327,284,2264993,5,613
469,850,284,2264993,None,None,None,None,None,None,284,2259995,284,2261661,284,2263327,7,1086
4,850,284,2269991,None,None,None,None,None,None,284,2264993,284,2266659,284,2268325,1,59
4,850,None,None,29,52740,436,52941,30,53139,None,None,None,None,None,None,8,33
224,9820,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,3612
265,9820,43,2266659,None,None,None,None,None,None,None,None,None,None,None,None,1,14
351,66486,None,None,433,850,385,5330,321,66936,None,None,None,None,None,None,1,4
351,66486,642,174300,433,850,321,66936,None,None,None,None,None,None,None,None,1,10
305,850,690,2264993,None,None,None,None,None,None,690,2259995,690,2261661,690,2263327,4,291
305,850,231,2259995,None,None,None,None,None,None,None,None,None,None,None,None,3,83
217,850,337,174300,307,66661,232,66486,None,None,None,None,None,None,None,None,3,312
20,850,442,2271657,None,None,None,None,None,None,442,2266659,442,2268325,442,2269991,2,441
271,850,22,2264993,None,None,None,None,None,None,22,2259995,22,2261661,22,2263327,1,22
20,850,818,2264993,None,None,None,None,None,None,818,2259995,818,2261661,818,2263327,1,22
20,850,284,2263327,None,None,None,None,None,None,284,2259995,284,2261661,284,2264993,1,14
216,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5,136
78,850,944,2268325,None,None,None,None,None,None,944,2263327,944,2264993,944,2266659,2,102
78,850,None,None,448,52941,449,53139,None,None,None,None,None,None,None,None,5,17
78,850,823,2264993,None,None,None,None,None,None,823,2259995,823,2261661,823,2263327,4,17
205,66936,None,None,262,5330,439,850,None,None,None,None,None,None,None,None,2,10
77,850,None,None,428,5330,244,66486,73,66661,None,None,None,None,None,None,5,142
77,850,337,174300,73,66661,244,66486,None,None,None,None,None,None,None,None,5,980
162,850,None,None,366,52941,None,None,None,None,None,None,None,None,None,None,27,2787
203,850,231,2259995,None,None,None,None,None,None,231,2261661,231,2263327,231,2264993,1,7
403,850,518,174300,None,None,None,None,None,None,None,None,None,None,None,None,2,1163
77,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,1
