grid_lat,grid_lon,total_sample,mw_sample,mw_ratio,sub6_sample,sub6_ratio,5g_sample,5g_ratio,lte_sample,lte_ratio,total_cs_sample,mw_cs_sample,mw_cs_ratio,sub6_cs_sample,sub6_cs_ratio,5g_cs_sample,5g_cs_sample,lte_cs_sample,lte_cs_ratio
-86.1625,39.7725,7358,1009,0.137129655,409,0.055585757,1418,0.192715412,5940,0.807284588,29,6,0.206896552,7,0.24137931,13,0.448275862,16,0.551724138
-86.1625,39.774,901,0,0,400,0.443951165,400,0.443951165,501,0.556048835,43,0,0,15,0.348837209,15,0.348837209,28,0.651162791
-86.1625,39.7755,665,0,0,214,0.321804511,214,0.321804511,451,0.678195489,18,0,0,5,0.277777778,5,0.277777778,13,0.722222222
-86.1625,39.778,5764,0,0,2471,0.42869535,2471,0.42869535,3293,0.57130465,51,0,0,26,0.509803922,26,0.509803922,25,0.490196078
-86.162,39.761,5571,14,0.002513014,0,0,14,0.002513014,5557,0.997486986,52,2,0.038461538,0,0,2,0.038461538,50,0.961538462
-86.162,39.7615,3779,957,0.253241598,0,0,957,0.253241598,2822,0.746758402,64,18,0.28125,0,0,18,0.28125,46,0.71875
-86.162,39.7655,1837,0,0,82,0.044637997,82,0.044637997,1755,0.955362003,16,0,0,2,0.125,2,0.125,14,0.875
-86.162,39.767,6168,911,0.147697795,291,0.047178988,1202,0.194876783,4966,0.805123217,61,19,0.31147541,8,0.131147541,27,0.442622951,34,0.557377049
-86.162,39.7675,345,172,0.498550725,148,0.428985507,320,0.927536232,25,0.072463768,5,1,0.2,2,0.4,3,0.6,2,0.4
-86.162,39.768,374,0,0,344,0.919786096,344,0.919786096,30,0.080213904,3,0,0,2,0.666666667,2,0.666666667,1,0.333333333
-86.162,39.7695,3345,993,0.296860987,136,0.040657698,1129,0.337518685,2216,0.662481315,80,19,0.2375,6,0.075,25,0.3125,55,0.6875
-86.162,39.77,4465,1267,0.283762598,1868,0.418365062,3135,0.70212766,1330,0.29787234,77,19,0.246753247,13,0.168831169,32,0.415584416,45,0.584415584
-86.162,39.771,7072,0,0,1599,0.226102941,1599,0.226102941,5473,0.773897059,159,0,0,42,0.264150943,42,0.264150943,117,0.735849057
-86.162,39.7725,1429,73,0.051084675,260,0.181945416,333,0.233030091,1096,0.766969909,22,2,0.090909091,6,0.272727273,8,0.363636364,14,0.636363636
-86.1615,39.761,9054,4311,0.476143141,0,0,4311,0.476143141,4743,0.523856859,182,77,0.423076923,0,0,77,0.423076923,105,0.576923077
-86.1615,39.7615,24860,14088,0.566693484,0,0,14088,0.566693484,10772,0.433306516,249,110,0.441767068,0,0,110,0.441767068,139,0.558232932
-86.1615,39.762,3274,877,0.267868051,0,0,877,0.267868051,2397,0.732131949,87,27,0.310344828,0,0,27,0.310344828,60,0.689655172
-86.1615,39.7625,1526,1016,0.665792923,0,0,1016,0.665792923,510,0.334207077,40,24,0.6,0,0,24,0.6,16,0.4
-86.1615,39.763,1538,979,0.636540962,2,0.00130039,981,0.637841352,557,0.362158648,87,45,0.517241379,1,0.011494253,46,0.528735632,41,0.471264368
-86.1615,39.7635,1929,1447,0.750129601,0,0,1447,0.750129601,482,0.249870399,24,13,0.541666667,0,0,13,0.541666667,11,0.458333333
-86.1615,39.764,6430,4142,0.644167963,0,0,4142,0.644167963,2288,0.355832037,52,25,0.480769231,0,0,25,0.480769231,27,0.519230769
-86.1615,39.7645,2909,1352,0.464764524,0,0,1352,0.464764524,1557,0.535235476,57,24,0.421052632,0,0,24,0.421052632,33,0.578947368
-86.1615,39.765,2269,472,0.208021155,0,0,472,0.208021155,1797,0.791978845,74,13,0.175675676,0,0,13,0.175675676,61,0.824324324
-86.1615,39.7655,12925,649,0.050212766,3724,0.288123791,4373,0.338336557,8552,0.661663443,113,8,0.07079646,12,0.10619469,20,0.17699115,93,0.82300885
-86.1615,39.766,5832,28,0.004801097,1569,0.269032922,1597,0.273834019,4235,0.726165981,88,1,0.011363636,28,0.318181818,29,0.329545455,59,0.670454545
-86.1615,39.7665,4696,1121,0.238713799,379,0.080706985,1500,0.319420784,3196,0.680579216,205,46,0.224390244,23,0.112195122,69,0.336585366,136,0.663414634
-86.1615,39.767,20538,9862,0.480183075,479,0.023322621,10341,0.503505697,10197,0.496494303,214,77,0.359813084,6,0.028037383,83,0.387850467,131,0.612149533
-86.1615,39.7675,7200,2550,0.354166667,2,0.000277778,2552,0.354444444,4648,0.645555556,63,24,0.380952381,1,0.015873016,25,0.396825397,38,0.603174603
-86.1615,39.768,40356,14232,0.352661314,12201,0.302334225,26433,0.65499554,13923,0.34500446,227,57,0.251101322,31,0.136563877,88,0.387665198,139,0.612334802
-86.1615,39.7685,6512,3903,0.599355037,36,0.005528256,3939,0.604883292,2573,0.395116708,82,40,0.487804878,2,0.024390244,42,0.512195122,40,0.487804878
-86.1615,39.769,6144,3660,0.595703125,86,0.013997396,3746,0.609700521,2398,0.390299479,120,56,0.466666667,5,0.041666667,61,0.508333333,59,0.491666667
-86.1615,39.7695,19127,13363,0.698645893,331,0.01730538,13694,0.715951273,5433,0.284048727,193,71,0.367875648,25,0.129533679,96,0.497409326,97,0.502590674
-86.1615,39.77,12671,5192,0.409754558,4651,0.367058638,9843,0.776813195,2828,0.223186805,138,41,0.297101449,30,0.217391304,71,0.514492754,67,0.485507246
-86.1615,39.7705,7998,4051,0.506501625,2146,0.268317079,6197,0.774818705,1801,0.225181295,138,28,0.202898551,34,0.246376812,62,0.449275362,76,0.550724638
-86.1615,39.771,36134,302,0.008357779,11273,0.311977639,11575,0.320335418,24559,0.679664582,275,1,0.003636364,104,0.378181818,105,0.381818182,170,0.618181818
-86.1615,39.7715,17806,0,0,10542,0.592047624,10542,0.592047624,7264,0.407952376,154,0,0,71,0.461038961,71,0.461038961,83,0.538961039
-86.1615,39.772,23355,0,0,12708,0.544123314,12708,0.544123314,10647,0.455876686,228,0,0,87,0.381578947,87,0.381578947,141,0.618421053
-86.1615,39.7725,63694,17281,0.27131284,33146,0.520394386,50427,0.791707225,13267,0.208292775,313,31,0.099041534,84,0.268370607,115,0.367412141,198,0.632587859
-86.1615,39.773,1349,0,0,636,0.471460341,636,0.471460341,713,0.528539659,28,0,0,11,0.392857143,11,0.392857143,17,0.607142857
-86.1615,39.774,1705,0,0,330,0.193548387,330,0.193548387,1375,0.806451613,65,0,0,17,0.261538462,17,0.261538462,48,0.738461538
-86.1615,39.778,7667,0,0,2924,0.381374723,2924,0.381374723,4743,0.618625277,56,0,0,30,0.535714286,30,0.535714286,26,0.464285714
-86.161,39.761,2544,1046,0.411163522,0,0,1046,0.411163522,1498,0.588836478,87,41,0.471264368,0,0,41,0.471264368,46,0.528735632
-86.161,39.7615,10249,5685,0.554688262,48,0.004683384,5733,0.559371646,4516,0.440628354,518,262,0.505791506,4,0.007722008,266,0.513513514,252,0.486486486
-86.161,39.764,1189,603,0.507148865,0,0,603,0.507148865,586,0.492851135,35,13,0.371428571,0,0,13,0.371428571,22,0.628571429
-86.161,39.7655,21868,17510,0.800713371,1382,0.063197366,18892,0.863910737,2976,0.136089263,132,20,0.151515152,46,0.348484848,66,0.5,66,0.5
