time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput,rtt,disruption,thput_confidence_level,bw,time_delta,cell_num,width
1640549193,-86.16176498,39.76823779,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,175.78864,None,None,1,120,5.670000076,5,420
1640549193,-86.16176494,39.76823857,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,166.62928,None,None,1,120,5.78000021,5,420
1640549193,-86.1617649,39.76823952,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,137.61584,None,None,1,120,5.890000105,5,420
1640549193,-86.16176486,39.76824038,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,286.116,None,None,1,120,6,5,420
1640549193,-86.16176496,39.76824066,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,181.95664,None,None,1,120,6.100000143,5,420
1640549193,-86.1617652,39.76824052,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,0,None,None,1,120,6.210000038,5,420
1640549193,-86.1617654,39.7682404,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,134.016,None,None,1,120,6.310000181,5,420
1640549193,-86.16176562,39.76824028,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,152.30896,None,None,1,120,6.420000076,5,420
1640549193,-86.16176587,39.76824014,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,176.41056,None,None,1,120,6.53000021,5,420
1640549193,-86.16176607,39.76824002,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,173.48992,None,None,1,120,6.640000105,5,420
1640549194,-86.16176631,39.76823988,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,173.788,None,None,1,120,6.75,5,420
1640549194,-86.16176651,39.76823977,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,164.15904,None,None,1,120,6.850000143,5,420
1640549194,-86.16176675,39.76823963,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,178.41808,None,None,1,120,6.960000038,5,420
1640549194,-86.16176697,39.7682395,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,188.488,None,None,1,120,7.060000181,5,420
1640549194,-86.16176701,39.7682395,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,163.42,None,None,1,120,7.170000076,5,420
1640549194,-86.16176691,39.76823961,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,180.744,None,None,1,120,7.28000021,5,420
1640549194,-86.16176682,39.7682397,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,186.03008,None,None,1,120,7.390000105,5,420
1640549194,-86.16176673,39.7682398,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,184.91136,None,None,1,120,7.5,5,420
1640549194,-86.16176662,39.76823991,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,179.93968,None,None,1,120,7.600000143,5,420
1640549195,-86.16176654,39.76824001,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,179.84192,None,None,1,120,7.710000038,5,420
1640549195,-86.16176643,39.76824012,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,178.60208,None,None,1,120,7.810000181,5,420
1640549195,-86.16176635,39.76824021,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,176.62704,None,None,1,120,7.920000076,5,420
1640549195,-86.16176624,39.76824032,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,174.74752,None,None,1,120,8.03000021,5,420
1640549195,-86.16176615,39.76824042,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,168.43664,None,None,1,120,8.140000105,5,420
1640549195,-86.16176612,39.76824057,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,179.07952,None,None,1,120,8.25,5,420
1640549195,-86.16176614,39.76824087,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,173.2096,None,None,1,120,8.350000143,5,420
1640549195,-86.16176616,39.76824112,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,161.38128,None,None,1,120,8.460000038,5,420
1640549195,-86.16176618,39.7682414,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,332.67072,None,None,1,120,8.560000181,5,420
1640549196,-86.1617662,39.7682417,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,216.89728,None,None,1,120,8.670000076,5,420
1640549196,-86.16176622,39.76824195,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,149.61888,None,None,1,120,8.78000021,5,420
1640549196,-86.16176625,39.76824225,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,163.1792,None,None,1,120,8.890000105,5,420
1640549196,-86.16176627,39.7682425,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,172.63664,None,None,1,120,9,5,420
1640549196,-86.16176629,39.7682428,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,190.47776,None,None,1,120,9.100000143,5,420
1640549196,-86.16176631,39.76824307,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,177.0408,None,None,1,120,9.210000038,5,420
1640549196,-86.16176633,39.76824332,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,165.68944,None,None,1,120,9.310000181,5,420
1640549196,-86.16176646,39.7682435,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,170.61968,None,None,1,120,9.420000076,5,420
1640549196,-86.16176658,39.76824364,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,170.46448,None,None,1,120,9.53000021,5,420
1640549196,-86.16176672,39.7682438,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,176.76992,None,None,1,120,9.640000105,5,420
1640549197,-86.16176688,39.76824398,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,176.54944,None,None,1,120,9.75,5,420
1640549197,-86.16176701,39.76824413,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,179.55472,None,None,1,120,9.850000143,5,420
1640549197,-86.16176716,39.76824431,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,171.90464,None,None,1,120,9.960000038,5,420
1640549197,-86.16176729,39.76824445,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,175.61856,None,None,1,120,10.06000018,5,420
1640549197,-86.16176744,39.76824463,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,250.2536,None,None,1,120,10.17000008,5,420
1640549197,-86.16176758,39.7682448,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,332.75376,None,None,1,120,10.28000021,5,420
1640549197,-86.16176759,39.76824481,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,177.87008,None,None,1,120,10.3900001,5,420
1640549197,-86.16176747,39.7682447,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,160.39456,None,None,1,120,10.5,5,420
1640549197,-86.16176737,39.76824461,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,178.30784,None,None,1,120,10.60000014,5,420
1640549198,-86.16176727,39.76824451,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,183.27408,None,None,1,120,10.71000004,5,420
1640549198,-86.16176715,39.7682444,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,179.00192,None,None,1,120,10.81000018,5,420
1640549198,-86.16176706,39.76824432,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,170.71216,None,None,1,120,10.92000008,5,420
1640549198,-86.16176694,39.76824421,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,167.71392,None,None,1,120,11.03000021,5,420
1640549198,-86.16176685,39.76824412,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,168.24336,None,None,1,120,11.1400001,5,420
1640549198,-86.16176673,39.76824401,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,169.79216,None,None,1,120,11.25,5,420
1640549198,-86.16176662,39.76824391,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,171.3192,None,None,1,120,11.35000014,5,420
1640549198,-86.16176654,39.7682438,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,167.67584,None,None,1,120,11.46000004,5,420
1640549198,-86.16176645,39.76824365,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,168.11136,None,None,1,120,11.56000018,5,420
1640549199,-86.16176637,39.76824352,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,195.73664,None,None,1,120,11.67000008,5,420
1640549199,-86.16176629,39.76824338,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,342.4208,None,None,1,120,11.78000021,5,420
1640549199,-86.1617662,39.76824323,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,345.3088,None,None,1,120,11.8900001,5,420
1640549199,-86.16176612,39.76824311,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,250.81424,None,None,1,120,12,5,420
1640549199,-86.16176603,39.76824295,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,194.45328,None,None,1,120,12.10000014,5,420
1640549199,-86.16176596,39.76824283,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,0,None,None,1,120,12.21000004,5,420
1640549199,-86.16176587,39.76824267,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,203.36096,None,None,1,120,12.31000018,5,420
1640549199,-86.16176578,39.76824254,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,209.80784,None,None,1,120,12.42000008,5,420
1640549199,-86.16176572,39.76824252,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,211.95056,None,None,1,120,12.53000021,5,420
1640549199,-86.16176564,39.76824263,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,217.38864,None,None,1,120,12.6400001,5,420
1640549200,-86.16176558,39.76824272,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,199.28064,None,None,1,120,12.75,5,420
1640549200,-86.16176551,39.76824281,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,193.9224,None,None,1,120,12.85000014,5,420
1640549200,-86.16176543,39.76824292,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,214.27184,None,None,1,120,12.96000004,5,420
1640549200,-86.16176536,39.76824301,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,214.62432,None,None,1,120,13.06000018,5,420
1640549200,-86.16176528,39.76824312,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,198.29392,None,None,1,120,13.17000008,5,420
1640549200,-86.16176522,39.76824321,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,220.20304,None,None,1,120,13.28000021,5,420
